associatedReferences,scientificName,road_length,survey_days,country,Roadkill_rate_ind_km_y,decimalLatitude,decimalLongitude,iucnStatus,rate_category,species,name_change,Split_species,Order.x,status,IslandEndemic,Volancy,Mass,HWI,Habitat.x,Trophic.Level,Trophic.Niche,LAT,New_Data_Notes,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,Genus.x,Species.x,Family.x,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat.y,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity,SpeciesID,Order.y,Family.y,Genus.y,Species.y,Taxonomic_Comments,Extinct_full,Extinct_partial,Marine_full,Marine_partial,Migr_dir_full,Migr_dir_partial,Migr_dir_local,Migr_disp_full,Migr_disp_partial,Migr_disp_local,Migr_altitudinal,Irruptive,Nomad_full,Nomad_partial,Nomad_local,Resid_full,Resid_partial,Unknown,Uncertain,Migratory_status_Comments,Triplechecked,Migratory_status,Migratory_status_2,Migratory_status_3
Brum_et_al_2018,Coragyps atratus,100,365,Brazil,0.01,-13.561588,-58.421854,LC,Low,Coragyps atratus,0,NA,Cathartiformes,LC,No,Volant,1881.7,14.3,Human Modified,Omnivore,Scavenger,-4.79,,60,35,14.8,16.1,76.1,410.1,58.4,352.6,180,Coragyps,atratus,Cathartidae,LC,0,16.8681805615649,7.53992558819307,Ca,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,0.693147180559945,1.20523188832415,3.37416870927424,929,ACCIPITRIFORMES,Cathartidae,Coragyps,atratus,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"seems largely resident, some local seasonal movement suggested by migratory passage",1,resident,full resident,full resident
Brum_et_al_2018,Crotophaga ani,100,365,Brazil,0.01,-13.561588,-58.421854,LC,Low,Crotophaga ani,0,NA,Cuculiformes,LC,No,Volant,110.1,24.8,Human Modified,Carnivore,Omnivore,-8.83,,30.6,18.4,9.9,21.1,35.8,144,35.5,107.3,180.6,Crotophaga,ani,Cuculidae,LC,0,16.4629183820924,4.70129821308231,Generalist,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.93458392492148,1.0799029488658,3.16547504814109,2623,CUCULIFORMES,Cuculidae,Crotophaga,ani,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"resident or locally nomadic, with post-breeding dispersive movements out of breeding range but these are not mapped",1,resident,partial resident,partial resident
Brum_et_al_2018,Rhynchotus rufescens,100,365,Brazil,0.01,-13.561588,-58.421854,LC,Low,Rhynchotus rufescens,0,NA,Struthioniformes,LC,No,Volant,843.5,20,Grassland,Herbivore,Omnivore,-20.65,,41.5,26.8,8.8,8.7,56.6,208.8,40,164,56.6,Rhynchotus,rufescens,Tinamidae,LC,0,15.5514500114156,6.73752433525988,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,1.09861228866811,1.18472228170226,3.4904285153901,30,TINAMIFORMES,Tinamidae,Rhynchotus,rufescens,in HBW Rhynchotus_rufescens includes race maculicollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,presumably sedentary,0,resident,full resident,full resident
Bueno_et_al_2015,Aramides saracura,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Aramides saracura,0,NA,Gruiformes,LC,No,Volant,540,11.7,Forest,Omnivore,Omnivore,-25.2,,59.3,29.4,11.6,16,71.6,182,21.3,161.9,65.9,Aramides,saracura,Rallidae,LC,0,13.7415414684736,6.29156913955832,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.50407739677627,1.41509661841518,4.46129981556839,1379,GRUIFORMES,Rallidae,Aramides,saracura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Bueno_et_al_2015,Athene cunicularia,180.4,1126,Brazil,0.003593751,-22.307184,-43.130266,LC,Low,Athene cunicularia,0,NA,Strigiformes,LC,No,Volant,150.6,28.3,Grassland,Carnivore,Vertivore,3.15,,24.1,15.5,7.9,13.7,43.4,180,51,128.9,80.2,Athene,cunicularia,Strigidae,LC,0,16.476360829803,5.01469371422376,Vertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,2.14006616349627,1.19364177410038,3.25424296870549,2955,STRIGIFORMES,Strigidae,Athene,cunicularia,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"N popltns migratory or dispersive, little information on routes, times, and wintering areas, S popltns essentially non-migratory",1,directional migratory,partial directional migrant,partial directional migrant
Bueno_et_al_2015,Baryphthengus ruficapillus,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Baryphthengus ruficapillus,0,NA,Coraciiformes,LC,No,Volant,141.7,16,Forest,Carnivore,Invertivore,-21.49,,45.1,30.9,10.6,12.7,29.5,141.4,22.5,117.8,228,Baryphthengus,ruficapillus,Momotidae,LC,0,14.2638546794779,4.95335922627653,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290731874155,1.35989859948847,4.13676527810605,3756,CORACIIFORMES,Momotidae,Baryphthengus,ruficapillus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no movements recorded,0,resident,full resident,full resident
Bueno_et_al_2015,Caracara plancus,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Caracara plancus,0,NA,Falconiformes,LC,No,Volant,1078.6,24.4,Shrubland,Omnivore,Omnivore,-24.93,,43.8,29.8,14.8,23.9,79.1,378.7,92.3,284.6,205.3,Caracara,plancus,Falconidae,LC,0,16.0148660965223,6.98343772528638,Ca,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290731874155,1.11758650657552,3.22286784613774,1199,FALCONIFORMES,Falconidae,Caracara,plancus,in HBW Polyborus_plancus includes race cheriway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"generally sedentary, but likely some local movements",1,resident,full resident,full resident
Bueno_et_al_2015,Cariama cristata,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Cariama cristata,0,NA,Cariamiformes,LC,No,Volant,1400,10.7,Shrubland,Carnivore,Invertivore,-19.26,,65.9,37.6,14.9,18.3,205.8,357.1,38.2,320.3,296.4,Cariama,cristata,Cariamidae,LC,0,15.5958935598898,7.24422751560335,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290731874155,1.16939276255574,3.40119738166216,1287,CARIAMIFORMES,Cariamidae,Cariama,cristata,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"sedentary, some local movements inferred in S of range",1,resident,full resident,full resident
Bueno_et_al_2015,Colaptes campestris,180.4,1126,Brazil,0.003593751,-22.307184,-43.130266,LC,Low,Colaptes campestris,0,NA,Piciformes,LC,No,Volant,158,17.6,Grassland,Carnivore,Invertivore,-15.48,,39,28.5,10.3,9.4,29.7,156.3,27.6,130,113.8,Colaptes,campestris,Picidae,LC,0,15.5873109126527,5.06259503302697,Invertebrates,GroundForaging,Sedentary,Cooperative,Cavity,weak,Terrestrial,No,1.50407739677627,1.1906908447938,3.52636052461616,4228,PICIFORMES,Picidae,Colaptes,campestris,includes campestroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"resident, possibly wanders to some extent or locally",1,resident,full resident,full resident
Bueno_et_al_2015,Colaptes melanochloros,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Colaptes melanochloros,0,NA,Piciformes,LC,No,Volant,127.3,13.3,Forest,Carnivore,Invertivore,-17.32,,30.6,22,8.4,7.9,22.9,134.2,17.5,115.4,94.6,Colaptes,melanochloros,Picidae,LC,0,15.7667650150169,4.84631081400396,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.38629436111989,1.16625342480678,3.39450839351136,4222,PICIFORMES,Picidae,Colaptes,melanochloros,includes melanolaimus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"little information, melanochloros appears mainly resident, local movement possible, but melanolaimus is at least partly migratory in extreme S",1,directional migratory,partial directional migrant,partial directional migrant
Bueno_et_al_2015,Columba livia,180.4,1126,Brazil,0.008984377,-22.307184,-43.130266,LC,Low,Columba livia,0,NA,Columbiformes,LC,No,Volant,354.2,45.1,Human Modified,Herbivore,Granivore,33.52,,23.2,12.1,4.3,5,26.5,219.6,98.8,120.4,105.5,Columba,livia,Columbidae,LC,0,16.6721248859826,5.86986172534873,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147180559945,1.2981640707689,4.66908351173174,1874,COLUMBIFORMES,Columbidae,Columba,livia,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"natural popltns resident, may make local movements in seasonally arid areas",1,resident,full resident,full resident
Bueno_et_al_2015,Columbina talpacoti,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Columbina talpacoti,0,NA,Columbiformes,LC,No,Volant,46,19.9,Human Modified,Herbivore,Granivore,-7.62,,14.2,8.3,3.1,3.6,16.4,86.8,17.7,70.1,65.8,Columbina,talpacoti,Columbidae,LC,0,16.4976972021884,3.82951058385368,Seeds,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147180559945,1.07791233588925,3.18221184049661,1999,COLUMBIFORMES,Columbidae,Columbina,talpacoti,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"resident in much of range, but irregular movements in north of range, seasonal occurrence in region S of range",1,resident,full resident,full resident
Bueno_et_al_2015,Coragyps atratus,180.4,1126,Brazil,0.007187501,-22.307184,-43.130266,LC,Low,Coragyps atratus,0,NA,Cathartiformes,LC,No,Volant,1881.7,14.3,Human Modified,Omnivore,Scavenger,-4.79,,60,35,14.8,16.1,76.1,410.1,58.4,352.6,180,Coragyps,atratus,Cathartidae,LC,0,16.8681805615649,7.53992558819307,Ca,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,0.693147180559945,1.20523188832415,3.37416870927424,929,ACCIPITRIFORMES,Cathartidae,Coragyps,atratus,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"seems largely resident, some local seasonal movement suggested by migratory passage",1,resident,full resident,full resident
Bueno_et_al_2015,Crotophaga ani,180.4,1126,Brazil,0.005390626,-22.307184,-43.130266,LC,Low,Crotophaga ani,0,NA,Cuculiformes,LC,No,Volant,110.1,24.8,Human Modified,Carnivore,Omnivore,-8.83,,30.6,18.4,9.9,21.1,35.8,144,35.5,107.3,180.6,Crotophaga,ani,Cuculidae,LC,0,16.4629183820924,4.70129821308231,Generalist,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.93458392492148,1.0799029488658,3.16547504814109,2623,CUCULIFORMES,Cuculidae,Crotophaga,ani,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"resident or locally nomadic, with post-breeding dispersive movements out of breeding range but these are not mapped",1,resident,partial resident,partial resident
Bueno_et_al_2015,Crypturellus parvirostris,180.4,1126,Brazil,0.003593751,-22.307184,-43.130266,LC,Low,Crypturellus parvirostris,0,NA,Struthioniformes,LC,No,Volant,199,24.7,Shrubland,Herbivore,Omnivore,-13.2,,19.3,9.5,4.3,4.2,25.7,111.1,27,82.6,37.3,Crypturellus,parvirostris,Tinamidae,LC,0,15.7115581630564,5.29325457220557,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.50407739677627,1.11398714741198,3.22286784613774,27,TINAMIFORMES,Tinamidae,Crypturellus,parvirostris,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,presumably sedentary,0,resident,full resident,full resident
Bueno_et_al_2015,Leptotila rufaxilla,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Leptotila rufaxilla,0,NA,Columbiformes,LC,No,Volant,157,24.5,Forest,Herbivore,Granivore,-8.97,,20.3,10.4,3.4,4.5,27.3,135.5,32.9,101.6,94.3,Leptotila,rufaxilla,Columbidae,LC,0,16.272363986721,5.05624580534831,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108108164,1.02873734472208,2.89037175789616,2013,COLUMBIFORMES,Columbidae,Leptotila,rufaxilla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumably sedentary",0,resident,full resident,full resident
Bueno_et_al_2015,Megascops atricapilla,180.4,1126,Brazil,0.003593751,-22.307184,-43.130266,LC,Low,Megascops atricapilla,0,NA,Strigiformes,LC,No,Volant,118.9,25,Forest,Carnivore,Invertivore,-22.72,,21.9,11.6,7.6,11.3,33.5,171,42.7,128.3,95.5,Megascops,atricapilla,Strigidae,LC,0,13.8056408118641,4.77819869587045,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.143507608576,1.44501256111568,4.41400968052693,2862,STRIGIFORMES,Strigidae,Megascops,atricapilla,HBW: Otus_atricapillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,0,resident,full resident,full resident
Bueno_et_al_2015,Megascops choliba,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Megascops choliba,0,NA,Strigiformes,LC,No,Volant,132,21,Human Modified,Carnivore,Invertivore,-9.8,,21.8,12.1,7,11.7,30,162.8,33.6,124.5,91.3,Megascops,choliba,Strigidae,LC,0,16.3854515135685,4.88280192258637,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290731874155,1.06983751767545,3.07731226054641,2846,STRIGIFORMES,Strigidae,Megascops,choliba,HBW: Otus_choliba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"little known, probably resident",0,resident,full resident,full resident
Bueno_et_al_2015,Micrastur ruficollis,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Micrastur ruficollis,0,NA,Falconiformes,LC,No,Volant,177.6,21.8,Forest,Carnivore,Vertivore,-7.39,,21.4,11.8,8.2,12.2,58.4,167.1,35.9,129.3,166.6,Micrastur,ruficollis,Falconidae,LC,0,16.3401201763966,5.1797590304239,Vertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290731874155,1.04663513939211,3.04927304048202,1203,FALCONIFORMES,Falconidae,Micrastur,ruficollis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Bueno_et_al_2015,Milvago chimachima,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Milvago chimachima,0,NA,Falconiformes,LC,No,Volant,315.2,29.9,Grassland,Carnivore,Omnivore,-9.32,,30.5,20.3,11.3,14.5,49.4,285.9,85.5,199.9,198.4,Milvago,chimachima,Falconidae,LC,0,16.4272948800605,5.75323908336879,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108108164,1.05311616198829,3.02529107579554,1200,FALCONIFORMES,Falconidae,Milvago,chimachima,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Bueno_et_al_2015,Nyctidromus albicollis,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Nyctidromus albicollis,0,NA,Caprimulgiformes,LC,No,Volant,57.8,35.8,Woodland,Carnivore,Invertivore,-5.71,,16.2,7.2,5,3.5,22.1,150.9,53,95.6,136.2,Nyctidromus,albicollis,Caprimulgidae,LC,0,16.4364409543806,4.05768057785051,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,0.405465108108164,1.07389769506554,3.18635263316264,3041,CAPRIMULGIFORMES,Caprimulgidae,Nyctidromus,albicollis,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"most popltns largely sedentary, one race in N partially migratory apparently moving S in winter",1,resident,full resident,full resident
Bueno_et_al_2015,Penelope obscura,180.4,1126,Brazil,0.003593751,-22.307184,-43.130266,LC,Low,Penelope obscura,0,NA,Galliformes,LC,No,Volant,1770,4.9,Forest,Herbivore,Frugivore,-27.18,,34.5,16.6,10.2,12,70.6,309.4,14.6,286.3,313.5,Penelope,obscura,Cracidae,LC,0,13.8282248872342,7.47873482556787,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290731874155,1.32583542837137,4.21950770517611,110,GALLIFORMES,Cracidae,Penelope,obscura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Bueno_et_al_2015,Piaya cayana,180.4,1126,Brazil,0.010781252,-22.307184,-43.130266,LC,Medium,Piaya cayana,0,NA,Cuculiformes,LC,No,Volant,102,11,Forest,Carnivore,Invertivore,-9.04,,32,18.9,8.8,10.7,34.6,145.5,15.9,129.6,278.6,Piaya,cayana,Cuculidae,LC,0,16.473174379623,4.62477671562701,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290731874155,1.06983751767545,3.16547504814109,2698,CUCULIFORMES,Cuculidae,Piaya,cayana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Bueno_et_al_2015,Pulsatrix koeniswaldiana,180.4,1126,Brazil,0.003593751,-22.307184,-43.130266,LC,Low,Pulsatrix koeniswaldiana,0,NA,Strigiformes,LC,No,Volant,481,25.6,Forest,Carnivore,Vertivore,-23.61,,38.8,19.8,9.7,20.5,47.1,316,81.3,234.7,192,Pulsatrix,koeniswaldiana,Strigidae,LC,0,13.3874993356389,6.17586727010576,Vertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147180559945,1.50862895880604,4.7122292582815,2919,STRIGIFORMES,Strigidae,Pulsatrix,koeniswaldiana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,0,resident,full resident,full resident
Bueno_et_al_2015,Ramphastos vitellinus,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,VU,Low,Ramphastos vitellinus,0,NA,Piciformes,VU,No,Volant,360.4,13.1,Forest,Omnivore,Frugivore,2.77,,119.7,116.1,30.9,40.7,45.3,194.5,26.1,173.1,153,Ramphastos,vitellinus,Ramphastidae,VU,1,15.9139831425809,5.88710353178324,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.09861228866811,0.9306048591021,2.56494935746154,3971,PICIFORMES,Ramphastidae,Ramphastos,vitellinus,"includes ariel, culminatus; in HBW Ramphastos_vitellinus includes race citreolaemus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"some movements suggested, rarely eruptive, not well known",1,resident,full resident,full resident
Bueno_et_al_2015,Rupornis magnirostris,180.4,1126,Brazil,0.005390626,-22.307184,-43.130266,LC,Low,Rupornis magnirostris,0,NA,Accipitriformes,LC,No,Volant,269,28,Forest,Carnivore,Vertivore,-8.51,,26.4,17.4,10.4,13.4,61.5,220.9,64.9,164.6,159.1,Buteo,magnirostris,Accipitridae,LC,0,16.5264130008881,5.59471137960184,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108108164,1.07187337372826,3.16124671203156,1118,ACCIPITRIFORMES,Accipitridae,Buteo,magnirostris,now Rupornis_magnirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Bueno_et_al_2015,Selenidera maculirostris,180.4,1126,Brazil,0.005390626,-22.307184,-43.130266,LC,Low,Selenidera maculirostris,0,NA,Piciformes,LC,No,Volant,164,14.8,Forest,Herbivore,Frugivore,-22.72,,55,47.8,19.3,22.4,31.8,130.7,19.4,111.2,111.3,Selenidera,maculirostris,Ramphastidae,LC,0,13.7438005698856,5.0998664278242,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290731874155,1.47161162769624,4.52936847257181,3965,PICIFORMES,Ramphastidae,Selenidera,maculirostris,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"movements unknown, presumed resident (HBW map year-round)",0,resident,full resident,full resident
Bueno_et_al_2015,Streptoprocne zonaris,180.4,1126,Brazil,0.003593751,-22.307184,-43.130266,LC,Low,Streptoprocne zonaris,0,NA,Caprimulgiformes,LC,No,Volant,86.8,65.7,Forest,Carnivore,Invertivore,-7.35,,14.4,7.7,5.3,4,22.4,212.5,139.6,73,67.2,Streptoprocne,zonaris,Apodidae,LC,0,15.9335779844798,4.46349140765615,Invertebrates,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,0.693147180559945,1.13508143878425,3.58351893845611,3142,APODIFORMES,Apodidae,Streptoprocne,zonaris,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"partly migratory, various forms of dispersal in different popltns, some altitud dispersal into lowlands from Andes, some seasonal occurrence described",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Bueno_et_al_2015,Tangara cayana,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Tangara cayana,0,NA,Passeriformes,LC,No,Volant,18,17.5,Forest,Herbivore,Frugivore,5.11,,13,7.9,5,6,16.8,71.6,13,61,52,Tangara,cayana,Thraupidae,LC,0,15.5516550569244,2.89037175789616,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147180559945,1.13164696239002,3.14415227867226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bueno_et_al_2015,Tersina viridis,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Tersina viridis,0,NA,Passeriformes,LC,No,Volant,29,29.1,Forest,Herbivore,Frugivore,-9.83,,14.5,7.6,6.1,5.2,16.1,85.4,25.1,61.1,53.6,Tersina,viridis,Thraupidae,LC,0,15.9854223472131,3.36729582998647,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.09861228866811,1.07187337372826,3.14845336057165,10311,PASSERIFORMES,Thraupidae,Tersina,viridis,,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,"resident and short-distance migrant, possibly also nomadic, local and seasonal in many regions but how miuch movement represents wandering or true migration is not known, popltns in extreme S migratory, those in N altitud migrants at least, and in much of central range, may be either resident or nomadic when not breeding",1,directional migratory,partial directional migrant,partial directional migrant
Bueno_et_al_2015,Turdus rufiventris,180.4,1126,Brazil,0.003593751,-22.307184,-43.130266,LC,Low,Turdus rufiventris,0,NA,Passeriformes,LC,No,Volant,69.4,17.4,Forest,Omnivore,Invertivore,-19.83,,25.2,14.6,5.3,6.7,33.4,115.5,20.1,95,101.5,Turdus,rufiventris,Turdidae,LC,0,15.4306675850405,4.24046307035209,Invertebrates,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290731874155,1.2164969620574,3.66612246699132,8582,PASSERIFORMES,Turdidae,Turdus,rufiventris,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Bueno_et_al_2015,Tyrannus melancholicus,180.4,1126,Brazil,0.001796875,-22.307184,-43.130266,LC,Low,Tyrannus melancholicus,0,NA,Passeriformes,LC,No,Volant,37.4,23.7,Human Modified,Carnivore,Invertivore,-8.87,,23.5,17.4,9.7,7.4,18.7,108.8,25.5,81.6,91.9,Tyrannus,melancholicus,Tyrannidae,LC,0,16.6192377927838,3.62167070442049,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.25276296849537,1.08188261427567,3.21486780347066,5389,PASSERIFORMES,Tyrannidae,Tyrannus,melancholicus,,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,"at least partially migratory in N and S of range, also large-scale altitud movements",1,directional migratory,partial directional migrant,partial directional migrant
Bueno_et_al_2015,Tyrannus savana,180.4,1126,Brazil,0.005390626,-22.307184,-43.130266,LC,Low,Tyrannus savana,0,NA,Passeriformes,LC,No,Volant,31.9,32,Grassland,Carnivore,Invertivore,-16.29,,20.1,11.5,6.5,5.4,17.9,105.6,34.2,71.9,215,Tyrannus,savana,Tyrannidae,LC,0,15.9158443291865,3.4626060097908,Invertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290731874155,1.15989758371477,3.41772668361337,5395,PASSERIFORMES,Tyrannidae,Tyrannus,savana,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"resident, nomadic, and partially migratory, migrates N from S of range, N popltns resident with some nomadic and local movements",1,directional migratory,partial directional migrant,partial directional migrant
Bueno_et_al_2015,Tyto alba,180.4,1126,Brazil,0.025156254,-22.307184,-43.130266,LC,Medium,Tyto alba,0,NA,Strigiformes,LC,No,Volant,403.3,39.7,Human Modified,Carnivore,Vertivore,3.24,,32,17.7,8.5,13.1,59.6,280.2,111.5,168.7,118.3,Tyto,alba,Tytonidae,LC,0,17.9477739846998,5.99973029152501,Vertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.38629436111989,1.2459604606993,4.10098910494077,2781,STRIGIFORMES,Tytonidae,Tyto,deroepstorffi,in HBW deroepstorffi is race of Tyto_alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,sedentary (text on alba in HBW),1,resident,full resident,full resident
Canal et al. 2018; Canal et al. 2019,Accipiter nisus,10,996,Spain,0.036646586,37.4096901,-3.30108,LC,Medium,Accipiter nisus,0,NA,Accipitriformes,LC,No,Volant,220.8,35.5,Forest,Carnivore,Vertivore,54.67,,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,155.5,Accipiter,nisus,Accipitridae,LC,0,16.9766368644423,5.39721202352225,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.50407739677627,1.24206475759284,3.65065824129374,1073,ACCIPITRIFORMES,Accipitridae,Accipiter,nisus,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"migratory in N, partially migratory and sedentary popltns elsewhere",1,directional migratory,partial directional migrant,partial directional migrant
Canal et al. 2018; Canal et al. 2019,Alauda arvensis,10,996,Spain,0.183232932,36.5723402,-5.68055,LC,High,Alauda arvensis,0,NA,Passeriformes,LC,No,Volant,37.3,33.6,Grassland,Omnivore,Omnivore,53.41,,14.6,8.8,4.4,4.7,23.6,106.7,36,70.8,67.6,Alauda,arvensis,Alaudidae,LC,0,17.3126166342244,3.61926138723307,Generalist,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.38629436111989,1.25743342968294,3.98341300151482,6978,PASSERIFORMES,Alaudidae,Alauda,arvensis,,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,"resident and migratory popltns, some with short-distance dispersive or altitud movements",1,directional migratory,partial directional migrant,partial directional migrant
